City_departure;Year;Month;DOMESTIC;INTERNATIONAL;TOTAL
Detroit;2007;11;1256578;135904;1392482
Detroit;2007;12;1224387;152821;1377208
Detroit;2008;1;1138102;145246;1283348
Detroit;2008;2;1180924;145615;1326539
Detroit;2008;3;1377064;188232;1565296
Detroit;2008;4;1307103;154892;1461995
Detroit;2008;5;1343517;174733;1518250
Detroit;2008;6;1368943;176225;1545168
Detroit;2008;7;1396322;169861;1566183
Detroit;2008;8;1334885;17076;1505645
Detroit;2008;9;1127917;156814;1284731
Detroit;2008;10;1220445;148248;1368693
Detroit;2008;11;1108330;122765;1231095
Detroit;2008;12;1169467;140056;1309523
Detroit;2009;1;1011762;125433;1137195
Detroit;2009;2;1014790;108739;1123529
Detroit;2009;3;1206435;129809;1336244
Detroit;2009;4;1220654;116871;1337525
Detroit;2009;5;1184207;113956;1298163
Detroit;2009;6;1253053;126529;1379582
Detroit;2009;7;1294686;124126;1418812
Detroit;2009;8;1246420;122236;1368656
Detroit;2009;9;1065809;112565;1178374
Detroit;2009;10;1156660;103231;1259891
Detroit;2009;11;1061254;87618;1148872
Detroit;2009;12;1090748;104198;1194946
Detroit;2010;1;978151;99246;1077397
Detroit;2010;2;960453;91934;1052387
Detroit;2010;3;1213980;119637;1333617
Detroit;2010;4;1174651;105828;1280479
Detroit;2010;5;1212309;120297;1332606
Detroit;2010;6;1296233;14355;1439783
Detroit;2010;7;1343343;139564;1482907
Detroit;2010;8;1335381;138423;1473804
Detroit;2010;9;1142543;121177;1263720
Detroit;2010;10;1253770;123479;1377249
Detroit;2010;11;1145298;103902;1249200
Detroit;2010;12;1125382;11824;1243622
Detroit;2011;1;997821;111567;1109388
Detroit;2011;2;939858;90485;1030343
Detroit;2011;3;1235293;120707;1356000
Detroit;2011;4;1161321;117817;1279138
Detroit;2011;5;1210040;132356;1342396
Detroit;2011;6;1285595;148736;1434331
Detroit;2011;7;1363116;150445;1513561
Detroit;2011;8;1329728;15233;1482058
Detroit;2011;9;1152936;124306;1277242
Detroit;2011;10;1242541;120213;1362754
Detroit;2011;11;1164409;103719;1268128
Detroit;2011;12;1113048;122137;1235185
Detroit;2012;1;976869;11078;1087649
Detroit;2012;2;989009;102331;1091340
Detroit;2012;3;1248624;136637;1385261
Detroit;2012;4;1165244;113801;1279045
Detroit;2012;5;1189411;14174;1331151
Detroit;2012;6;1280315;163067;1443382
Detroit;2012;7;1312116;148651;1460767
Detroit;2012;8;1325635;154256;1479891
Detroit;2012;9;1102631;133212;1235843
Detroit;2012;10;1218373;122908;1341281
Detroit;2012;11;1149039;112009;1261048
Detroit;2012;12;1057069;12844;1185509
Detroit;2013;1;976657;118376;1095033
Detroit;2013;2;963762;106756;1070518
Detroit;2013;3;1263216;145676;1408892
Detroit;2013;4;1142480;120833;1263313
Detroit;2013;5;1222079;144517;1366596
Detroit;2013;6;1268314;153017;1421331
Detroit;2013;7;1303219;147907;1451126
Detroit;2013;8;1318564;158842;1477406
Detroit;2013;9;1130382;135322;1265704
Detroit;2013;10;1226888;131224;1358112
Detroit;2013;11;1096434;114005;1210439
Detroit;2013;12;1142203;135806;1278009
Detroit;2014;1;970796;120241;1091037
Detroit;2014;2;985128;111301;1096429
Detroit;2014;3;1238786;141164;1379950
Detroit;2014;4;1203220;131291;1334511
Detroit;2014;5;1253269;153586;1406855
Detroit;2014;6;1250493;166368;1416861
Detroit;2014;7;1290602;151542;1442144
Detroit;2014;8;1289396;15888;1448276
Detroit;2014;9;1158319;139591;1297910
Detroit;2014;10;1239780;126523;1366303
Detroit;2014;11;1110762;106709;1217471
Detroit;2014;12;1127486;133465;1260951
Detroit;2015;1;984487;120801;1105288
Detroit;2015;2;992106;100813;1092919
Detroit;2015;3;1249641;132123;1381764
Detroit;2015;4;1208663;128761;1337424
Detroit;2015;5;1274615;154334;1428949
Detroit;2015;6;1282490;155778;1438268
Detroit;2015;7;1357121;145194;1502315
Detroit;2015;8;1360841;151681;1512522
Detroit;2015;9;1203506;139162;1342668
Detroit;2015;10;1308716;132752;1441468
Detroit;2015;11;1218881;106912;1325793
Detroit;2015;12;1199337;126755;1326092
Detroit;2016;1;1081475;121612;1203087
Detroit;2016;2;1073200;108601;1181801
Detroit;2016;3;1293571;138074;1431645
Detroit;2016;4;1246240;13294;1379180
Detroit;2016;5;1373680;155964;1529644
Detroit;2016;6;1364357;158521;1522878
Detroit;2016;7;1376841;147059;1523900
Detroit;2016;8;1355297;147608;1502905
Detroit;2016;9;1244846;140012;1384858
Detroit;2016;10;1334682;129755;1464437
Detroit;2016;11;1243670;108432;1352102
Detroit;2016;12;1214116;140267;1354383
Houston;2007;1;1328594;292154;1620748
Houston;2007;2;1264355;266605;1530960
Houston;2007;3;1480625;330012;1810637
Houston;2007;4;1436668;305388;1742056
Houston;2007;5;1495984;325722;1821706
Houston;2007;6;1482370;369958;1852328
Houston;2007;7;1497577;379766;1877343
Houston;2007;8;1488465;340362;1828827
Houston;2007;9;1269101;251529;1520630
Houston;2007;10;1419649;2658;1685449
Houston;2007;11;1389471;288939;1678410
Houston;2007;12;1410862;341254;1752116
Houston;2008;1;1317951;302206;1620157
Houston;2008;2;1280580;299469;1580049
Houston;2008;3;1465793;360875;1826668
Houston;2008;4;1396235;307797;1704032
Houston;2008;5;1458345;345179;1803524
Houston;2008;6;1475219;379993;1855212
Houston;2008;7;1494863;396118;1890981
Houston;2008;8;1445753;354982;1800735
Houston;2008;9;1012126;211789;1223915
Houston;2008;10;1293248;26714;1560388
Houston;2008;11;1202042;284876;1486918
Houston;2008;12;1320639;340065;1660704
Houston;2009;1;1151808;30142;1453228
Houston;2009;2;1071693;269542;1341235
Houston;2009;3;1341263;329488;1670751
Houston;2009;4;1284623;306912;1591535
Houston;2009;5;1316216;276985;1593201
Houston;2009;6;1407323;379585;1786908
Houston;2009;7;1493255;395341;1888596
Houston;2009;8;1384861;34859;1733451
Houston;2009;9;1171429;251949;1423378
Houston;2009;10;1288819;279198;1568017
Houston;2009;11;1213534;299886;1513420
Houston;2009;12;1318970;372382;1691352
Houston;2010;1;1157643;329497;1487140
Houston;2010;2;1084944;2955;1380444
Houston;2010;3;1293924;349516;1643440
Houston;2010;4;1254619;310352;1564971
Houston;2010;5;1321714;34497;1666684
Houston;2010;6;1408622;39517;1803792
Houston;2010;7;1441912;429835;1871747
Houston;2010;8;1352846;353551;1706397
Houston;2010;9;1177856;289206;1467062
Houston;2010;10;1298975;318171;1617146
Houston;2010;11;1239234;332511;1571745
Houston;2010;12;1301427;406333;1707760
Houston;2011;1;1141109;358516;1499625
Houston;2011;2;1005238;296226;1301464
Houston;2011;3;1296916;366979;1663895
Houston;2011;4;1223696;334878;1558574
Houston;2011;5;1337383;373458;1710841
Houston;2011;6;1398560;407604;1806164
Houston;2011;7;1464293;436442;1900735
Houston;2011;8;1338752;346931;1685683
Houston;2011;9;1154299;27478;1429079
Houston;2011;10;1222640;289855;1512495
Houston;2011;11;1218896;314991;1533887
Houston;2011;12;1263638;397696;1661334
Houston;2012;1;1130192;346457;1476649
Houston;2012;2;1084285;299272;1383557
Houston;2012;3;1275278;368234;1643512
Houston;2012;4;1248748;338064;1586812
Houston;2012;5;1309413;366711;1676124
Houston;2012;6;1349918;422089;1772007
Houston;2012;7;1359565;429328;1788893
Houston;2012;8;1313780;360233;1674013
Houston;2012;9;1108994;290253;1399247
Houston;2012;10;1207398;301899;1509297
Houston;2012;11;1188212;325539;1513751
Houston;2012;12;1195622;382385;1578007
Houston;2013;1;1125950;342707;1468657
Houston;2013;2;1059035;295641;1354676
Houston;2013;3;1261911;383652;1645563
Houston;2013;4;1175697;341089;1516786
Houston;2013;5;1270301;375302;1645603
Houston;2013;6;1326898;422118;1749016
Houston;2013;7;1315762;442803;1758565
Houston;2013;8;1269081;370787;1639868
Houston;2013;9;1105864;297789;1403653
Houston;2013;10;1207595;32523;1532825
Houston;2013;11;1163500;342915;1506415
Houston;2013;12;1276646;413218;1689864
Houston;2014;1;1122642;376862;1499504
Houston;2014;2;1081987;32722;1409207
Houston;2014;3;1292441;410358;1702799
Houston;2014;4;1178387;379898;1558285
Houston;2014;5;1291450;429965;1721415
Houston;2014;6;1299147;468023;1767170
Houston;2014;7;1376733;471128;1847861
Houston;2014;8;1308951;405151;1714102
Houston;2014;9;1170439;323148;1493587
Houston;2014;10;1305649;340063;1645712
Houston;2014;11;1238351;363967;1602318
Houston;2014;12;1309426;448797;1758223
Houston;2015;1;1176760;389455;1566215
Houston;2015;2;1095443;343202;1438645
Houston;2015;3;1293580;425093;1718673
Houston;2015;4;1245000;381532;1626532
Houston;2015;5;1336413;44145;1777863
Houston;2015;6;1374436;509129;1883565
Houston;2015;7;1429082;544993;1974075
Houston;2015;8;1312525;454784;1767309
Houston;2015;9;1199266;350842;1550108
Houston;2015;10;1345381;386601;1731982
Houston;2015;11;1307664;409429;1717093
Houston;2015;12;1344847;506245;1851092
Houston;2016;1;1206271;437685;1643956
Houston;2016;2;1121224;37793;1499154
Houston;2016;3;1245703;452436;1698139
Houston;2016;4;1171790;382336;1554126
Houston;2016;5;1280153;45817;1738323
Houston;2016;6;1335173;526883;1862056
Houston;2016;7;1323526;546629;1870155
Houston;2016;8;1229629;441854;1671483
Houston;2016;9;1152382;368761;1521143
Houston;2016;10;1246283;386726;1633009
Houston;2016;11;1204732;394095;1598827
Houston;2016;12;1255749;493579;1749328
Las Vegas;2007;1;1625850;87562;1713412
Las Vegas;2007;2;1520831;74773;1595604
Las Vegas;2007;3;1843701;93016;1936717
Las Vegas;2007;4;1784150;89557;1873707
Las Vegas;2007;5;1838159;91774;1929933
Las Vegas;2007;6;1851110;83613;1934723
Las Vegas;2007;7;1900139;825;1982639
Las Vegas;2007;8;1892959;9059;1983549
Las Vegas;2007;9;1708629;91469;1800098
Las Vegas;2007;10;1810917;99492;1910409
Las Vegas;2007;11;1673529;96971;1770500
Las Vegas;2007;12;1630878;91573;1722451
Las Vegas;2008;1;1599175;91672;1690847
Las Vegas;2008;2;1580111;110881;1690992
Las Vegas;2008;3;1851918;100699;1952617
Las Vegas;2008;4;1707404;93755;1801159
Las Vegas;2008;5;1776851;90315;1867166
Las Vegas;2008;6;1754604;81047;1835651
Las Vegas;2008;7;1746025;78889;1824914
Las Vegas;2008;8;1727212;88193;1815405
Las Vegas;2008;9;1507243;81665;1588908
Las Vegas;2008;10;1578004;90171;1668175
Las Vegas;2008;11;1436176;1024;1538576
Las Vegas;2008;12;1385793;89616;1475409
Las Vegas;2009;1;1351069;92886;1443955
Las Vegas;2009;2;1341869;95374;1437243
Las Vegas;2009;3;1646877;107382;1754259
Las Vegas;2009;4;1592761;111786;1704547
Las Vegas;2009;5;1592854;89353;1682207
Las Vegas;2009;6;1570293;77253;1647546
Las Vegas;2009;7;1594805;75111;1669916
Las Vegas;2009;8;1581742;82719;1664461
Las Vegas;2009;9;1494575;84217;1578792
Las Vegas;2009;10;1557715;97384;1655099
Las Vegas;2009;11;1458581;103314;1561895
Las Vegas;2009;12;1346139;88816;1434955
Las Vegas;2010;1;1353285;94489;1447774
Las Vegas;2010;2;1252660;8859;1341250
Las Vegas;2010;3;1573815;101108;1674923
Las Vegas;2010;4;1494961;99028;1593989
Las Vegas;2010;5;1567800;97686;1665486
Las Vegas;2010;6;1526961;85393;1612354
Las Vegas;2010;7;1563643;85158;1648801
Las Vegas;2010;8;1581372;86641;1668013
Las Vegas;2010;9;1443952;8148;1525432
Las Vegas;2010;10;1610890;89151;1700041
Las Vegas;2010;11;1454465;8523;1539695
Las Vegas;2010;12;1350636;81373;1432009
Las Vegas;2011;1;1435181;91424;1526605
Las Vegas;2011;2;1285146;84176;1369322
Las Vegas;2011;3;1581419;10093;1682349
Las Vegas;2011;4;1523448;11065;1634098
Las Vegas;2011;5;1643972;106583;1750555
Las Vegas;2011;6;1591291;101162;1692453
Las Vegas;2011;7;1631603;99544;1731147
Las Vegas;2011;8;1622460;106329;1728789
Las Vegas;2011;9;1550101;110686;1660787
Las Vegas;2011;10;1668399;12098;1789379
Las Vegas;2011;11;1479988;121027;1601015
Las Vegas;2011;12;1398145;10342;1501565
Las Vegas;2012;1;1426915;112233;1539148
Las Vegas;2012;2;1360644;97667;1458311
Las Vegas;2012;3;1604253;117741;1721994
Las Vegas;2012;4;1572902;120907;1693809
Las Vegas;2012;5;1616608;119896;1736504
Las Vegas;2012;6;1596017;112087;1708104
Las Vegas;2012;7;1627857;110078;1737935
Las Vegas;2012;8;1596097;116754;1712851
Las Vegas;2012;9;1500764;119389;1620153
Las Vegas;2012;10;1629585;128527;1758112
Las Vegas;2012;11;1461350;125841;1587191
Las Vegas;2012;12;1388103;110207;1498310
Las Vegas;2013;1;1388479;112638;1501117
Las Vegas;2013;2;1303008;105954;1408962
Las Vegas;2013;3;1612579;121674;1734253
Las Vegas;2013;4;1565466;128269;1693735
Las Vegas;2013;5;1640524;127535;1768059
Las Vegas;2013;6;1630618;118617;1749235
Las Vegas;2013;7;1614767;112148;1726915
Las Vegas;2013;8;1577227;122619;1699846
Las Vegas;2013;9;1525587;123691;1649278
Las Vegas;2013;10;1649844;131036;1780880
Las Vegas;2013;11;1460896;122921;1583817
Las Vegas;2013;12;1433515;111694;1545209
Las Vegas;2014;1;1449072;120816;1569888
Las Vegas;2014;2;1341212;10117;1442382
Las Vegas;2014;3;1661002;132882;1793884
Las Vegas;2014;4;1569786;139058;1708844
Las Vegas;2014;5;1642970;145967;1788937
Las Vegas;2014;6;1639854;139877;1779731
Las Vegas;2014;7;1625429;132757;1758186
Las Vegas;2014;8;1614346;147514;1761860
Las Vegas;2014;9;1552054;143225;1695279
Las Vegas;2014;10;1671608;188827;1860435
Las Vegas;2014;11;1500638;127243;1627881
Las Vegas;2014;12;1444360;118778;1563138
Las Vegas;2015;1;1457491;125091;1582582
Las Vegas;2015;2;1384573;117756;1502329
Las Vegas;2015;3;1701881;138134;1840015
Las Vegas;2015;4;1653460;152764;1806224
Las Vegas;2015;5;1749198;155528;1904726
Las Vegas;2015;6;1738403;145608;1884011
Las Vegas;2015;7;1775965;141003;1916968
Las Vegas;2015;8;1771282;150765;1922047
Las Vegas;2015;9;1635511;151564;1787075
Las Vegas;2015;10;1805783;155561;1961344
Las Vegas;2015;11;1671596;14185;1813446
Las Vegas;2015;12;1593694;125548;1719242
Las Vegas;2016;1;1596221;12644;1722661
Las Vegas;2016;2;1508235;114996;1623231
Las Vegas;2016;3;1799841;137169;1937010
Las Vegas;2016;4;1725535;144335;1869870
Las Vegas;2016;5;1815626;161937;1977563
Las Vegas;2016;6;1816707;157843;1974550
Las Vegas;2016;7;1828917;146432;1975349
Las Vegas;2016;8;1805580;157328;1962908
Las Vegas;2016;9;1748183;157289;1905472
Las Vegas;2016;10;1875471;169783;2045254
Las Vegas;2016;11;1713321;146997;1860318
Las Vegas;2016;12;1631430;130086;1761516
Los Angeles;2007;1;1607153;643785;2250938
Los Angeles;2007;2;1498540;568061;2066601
Los Angeles;2007;3;1860164;679454;2539618
Los Angeles;2007;4;1826651;656073;2482724
Los Angeles;2007;5;1847406;697499;2544905
Los Angeles;2007;6;1995580;766492;2762072
Los Angeles;2007;7;2087248;813278;2900526
Los Angeles;2007;8;2121246;783716;2904962
Los Angeles;2007;9;1644719;650628;2295347
Los Angeles;2007;10;1753267;667827;2421094
Los Angeles;2007;11;1750143;64478;2394923
Los Angeles;2007;12;1773523;745366;2518889
Los Angeles;2008;1;1592544;705041;2297585
Los Angeles;2008;2;1532242;601655;2133897
Los Angeles;2008;3;1814625;700913;2515538
Los Angeles;2008;4;1733686;63083;2364516
Los Angeles;2008;5;1829683;712002;2541685
Los Angeles;2008;6;1961443;77397;2735413
Los Angeles;2008;7;2028005;755287;2783292
Los Angeles;2008;8;2022602;738906;2761508
Los Angeles;2008;9;1520214;603157;2123371
Los Angeles;2008;10;1621964;622124;2244088
Los Angeles;2008;11;1498081;566725;2064806
Los Angeles;2008;12;1619412;638452;2257864
Los Angeles;2009;1;1430889;585423;2016312
Los Angeles;2009;2;1345676;498949;1844625
Los Angeles;2009;3;1660896;577821;2238717
Los Angeles;2009;4;1672419;581804;2254223
Los Angeles;2009;5;1696267;562614;2258881
Los Angeles;2009;6;1855874;644777;2500651
Los Angeles;2009;7;1976827;71737;2694197
Los Angeles;2009;8;1952178;690076;2642254
Los Angeles;2009;9;1584158;595756;2179914
Los Angeles;2009;10;1685663;629728;2315391
Los Angeles;2009;11;1581536;576365;2157901
Los Angeles;2009;12;1682151;682927;2365078
Los Angeles;2010;1;1536125;630506;2166631
Los Angeles;2010;2;1376241;542452;1918693
Los Angeles;2010;3;1753492;619127;2372619
Los Angeles;2010;4;1726373;591192;2317565
Los Angeles;2010;5;1772082;653625;2425707
Los Angeles;2010;6;1957415;709203;2666618
Los Angeles;2010;7;2033895;74565;2779545
Los Angeles;2010;8;2044854;697381;2742235
Los Angeles;2010;9;1685182;610584;2295766
Los Angeles;2010;10;1796893;623355;2420248
Los Angeles;2010;11;1710005;590548;2300553
Los Angeles;2010;12;1771068;650446;2421514
Los Angeles;2011;1;1609702;639308;2249010
Los Angeles;2011;2;1474587;553811;2028398
Los Angeles;2011;3;1819697;636397;2456094
Los Angeles;2011;4;1820448;64301;2463458
Los Angeles;2011;5;1928013;699183;2627196
Los Angeles;2011;6;2080569;744409;2824978
Los Angeles;2011;7;2195514;782742;2978256
Los Angeles;2011;8;2164073;740679;2904752
Los Angeles;2011;9;1806812;66544;2472252
Los Angeles;2011;10;1871127;67959;2550717
Los Angeles;2011;11;1804587;600549;2405136
Los Angeles;2011;12;1864639;68014;2544779
Los Angeles;2012;1;1711549;671022;2382571
Los Angeles;2012;2;1621215;570782;2191997
Los Angeles;2012;3;1949639;660016;2609655
Los Angeles;2012;4;1892632;648247;2540879
Los Angeles;2012;5;1949002;705836;2654838
Los Angeles;2012;6;2102307;768084;2870391
Los Angeles;2012;7;2216144;797168;3013312
Los Angeles;2012;8;2223302;761764;2985066
Los Angeles;2012;9;1807584;668794;2476378
Los Angeles;2012;10;1872910;687433;2560343
Los Angeles;2012;11;1821117;614447;2435564
Los Angeles;2012;12;1852211;707209;2559420
Los Angeles;2013;1;1714369;680649;2395018
Los Angeles;2013;2;1583359;57458;2157939
Los Angeles;2013;3;1976624;677131;2653755
Los Angeles;2013;4;1928911;657324;2586235
Los Angeles;2013;5;2051053;739092;2790145
Los Angeles;2013;6;2234306;790191;3024497
Los Angeles;2013;7;2295509;833507;3129016
Los Angeles;2013;8;2266161;824278;3090439
Los Angeles;2013;9;1863099;705866;2568965
Los Angeles;2013;10;1981708;729792;2711500
Los Angeles;2013;11;1839776;651075;2490851
Los Angeles;2013;12;2083744;731817;2815561
Los Angeles;2014;1;1883198;731406;2614604
Los Angeles;2014;2;1686840;602357;2289197
Los Angeles;2014;3;2098247;725353;2823600
Los Angeles;2014;4;2048064;712497;2760561
Los Angeles;2014;5;2149139;808653;2957792
Los Angeles;2014;6;2315008;859594;3174602
Los Angeles;2014;7;2421922;884978;3306900
Los Angeles;2014;8;2380397;897277;3277674
Los Angeles;2014;9;1951767;741257;2693024
Los Angeles;2014;10;2070274;782741;2853015
Los Angeles;2014;11;1996507;674707;2671214
Los Angeles;2014;12;2123911;771662;2895573
Los Angeles;2015;1;1914433;74508;2659513
Los Angeles;2015;2;1778452;648298;2426750
Los Angeles;2015;3;2220762;755833;2976595
Los Angeles;2015;4;2135265;741745;2877010
Los Angeles;2015;5;2260168;829319;3089487
Los Angeles;2015;6;2438074;907279;3345353
Los Angeles;2015;7;2534715;97348;3508195
Los Angeles;2015;8;2487020;973311;3460331
Los Angeles;2015;9;2102806;82541;2928216
Los Angeles;2015;10;2254127;8629;3117027
Los Angeles;2015;11;2158771;764557;2923328
Los Angeles;2015;12;2269240;856502;3125742
Los Angeles;2016;1;2046201;828579;2874780
Los Angeles;2016;2;1933043;740819;2673862
Los Angeles;2016;3;2336773;849525;3186298
Los Angeles;2016;4;2252556;814467;3067023
Los Angeles;2016;5;2393821;927777;3321598
Los Angeles;2016;6;2695951;1036677;3732628
Los Angeles;2016;7;2766897;1083656;3850553
Los Angeles;2016;8;2661011;1049834;3710845
Los Angeles;2016;9;2318270;922437;3240707
Los Angeles;2016;10;2407038;950997;3358035
Los Angeles;2016;11;2327993;872446;3200439
Los Angeles;2016;12;2369272;1019926;3389198
Miami;2007;1;752384;624549;1376933
Miami;2007;2;664147;548914;1213061
Miami;2007;3;788841;634794;1423635
Miami;2007;4;762349;598519;1360868
Miami;2007;5;721463;615905;1337368
Miami;2007;6;70678;664763;1371543
Miami;2007;7;737517;728887;1466404
Miami;2007;8;71707;685608;1402678
Miami;2007;9;593269;555879;1149148
Miami;2007;10;659083;585539;1244622
Miami;2007;11;678868;620219;1299087
Miami;2007;12;681683;708681;1390364
Miami;2008;1;75613;65611;1412240
Miami;2008;2;675946;601105;1277051
Miami;2008;3;790006;701687;1491693
Miami;2008;4;724212;580197;1304409
Miami;2008;5;721541;647731;1369272
Miami;2008;6;688814;693022;1381836
Miami;2008;7;714036;744081;1458117
Miami;2008;8;711052;716326;1427378
Miami;2008;9;56494;5661;1131040
Miami;2008;10;639285;597623;1236908
Miami;2008;11;666483;641542;1308025
Miami;2008;12;686694;725929;1412623
Miami;2009;1;742497;682321;1424818
Miami;2009;2;648064;580488;1228552
Miami;2009;3;762226;639892;1402118
Miami;2009;4;741959;634494;1376453
Miami;2009;5;712551;607264;1319815
Miami;2009;6;681128;67271;1353838
Miami;2009;7;724223;734278;1458501
Miami;2009;8;717696;70798;1425676
Miami;2009;9;567048;557048;1124096
Miami;2009;10;63496;596522;1231482
Miami;2009;11;649315;632144;1281459
Miami;2009;12;673632;729381;1403013
Miami;2010;1;759974;69165;1451624
Miami;2010;2;649179;591185;1240364
Miami;2010;3;781284;671909;1453193
Miami;2010;4;764567;640803;1405370
Miami;2010;5;737901;662161;1400062
Miami;2010;6;713998;702753;1416751
Miami;2010;7;734428;777034;1511462
Miami;2010;8;742439;738165;1480604
Miami;2010;9;615161;588305;1203466
Miami;2010;10;693974;633283;1327257
Miami;2010;11;710313;66412;1374433
Miami;2010;12;73074;752892;1483632
Miami;2011;1;80159;7436;1545190
Miami;2011;2;693687;639981;1333668
Miami;2011;3;820206;727786;1547992
Miami;2011;4;783801;699675;1483476
Miami;2011;5;794527;721925;1516452
Miami;2011;6;757246;755183;1512429
Miami;2011;7;81608;851158;1667238
Miami;2011;8;773641;76372;1537361
Miami;2011;9;646651;662889;1309540
Miami;2011;10;717371;700758;1418129
Miami;2011;11;751395;747069;1498464
Miami;2011;12;777688;83375;1611438
Miami;2012;1;859317;823402;1682719
Miami;2012;2;754892;722906;1477798
Miami;2012;3;867495;790587;1658082
Miami;2012;4;849458;75343;1602888
Miami;2012;5;798428;751176;1549604
Miami;2012;6;782753;788461;1571214
Miami;2012;7;808468;871126;1679594
Miami;2012;8;761745;795013;1556758
Miami;2012;9;624991;681946;1306937
Miami;2012;10;672441;698409;1370850
Miami;2012;11;718311;785003;1503314
Miami;2012;12;755257;854102;1609359
Miami;2013;1;834083;850877;1684960
Miami;2013;2;723679;762123;1485802
Miami;2013;3;86747;839061;1706531
Miami;2013;4;800625;779677;1580302
Miami;2013;5;785385;817188;1602573
Miami;2013;6;766159;844514;1610673
Miami;2013;7;796785;913078;1709863
Miami;2013;8;792226;861931;1654157
Miami;2013;9;647545;702568;1350113
Miami;2013;10;706172;746452;1452624
Miami;2013;11;712697;780002;1492699
Miami;2013;12;794488;930695;1725183
Miami;2014;1;843994;894467;1738461
Miami;2014;2;741783;757139;1498922
Miami;2014;3;889247;828811;1718058
Miami;2014;4;824811;778736;1603547
Miami;2014;5;825744;80317;1628914
Miami;2014;6;776491;828078;1604569
Miami;2014;7;812703;871276;1683979
Miami;2014;8;79559;845899;1641489
Miami;2014;9;635746;693421;1329167
Miami;2014;10;708552;729666;1438218
Miami;2014;11;730304;773723;1504027
Miami;2014;12;810264;903193;1713457
Miami;2015;1;885039;912956;1797995
Miami;2015;2;779188;799019;1578207
Miami;2015;3;932449;817642;1750091
Miami;2015;4;905409;803191;1708600
Miami;2015;5;893294;816213;1709507
Miami;2015;6;859897;858399;1718296
Miami;2015;7;921411;932709;1854120
Miami;2015;8;915764;893606;1809370
Miami;2015;9;777752;74496;1522712
Miami;2015;10;857871;781728;1639599
Miami;2015;11;848228;806281;1654509
Miami;2015;12;906727;946659;1853386
Miami;2016;1;950727;919941;1870668
Miami;2016;2;861265;779673;1640938
Miami;2016;3;991639;850815;1842454
Miami;2016;4;928251;753117;1681368
Miami;2016;5;94551;80576;1751270
Miami;2016;6;88497;830078;1715048
Miami;2016;7;925152;924437;1849589
Miami;2016;8;881442;865934;1747376
Miami;2016;9;739093;719831;1458924
Miami;2016;10;759651;738395;1498046
Miami;2016;11;82182;793168;1614988
Miami;2016;12;866446;968068;1834514
Minneapolis;2007;1;1168539;102983;1271522
Minneapolis;2007;2;1125777;109197;1234974
Minneapolis;2007;3;1405167;144144;1549311
Minneapolis;2007;4;1270120;96731;1366851
Minneapolis;2007;5;1334470;9423;1428700
Minneapolis;2007;6;1421756;100805;1522561
Minneapolis;2007;7;1488823;101788;1590611
Minneapolis;2007;8;1444369;101816;1546185
Minneapolis;2007;9;1196406;9115;1287556
Minneapolis;2007;10;1293596;89042;1382638
Minneapolis;2007;11;1243373;84599;1327972
Minneapolis;2007;12;1247936;98147;1346083
Minneapolis;2008;1;1178709;110385;1289094
Minneapolis;2008;2;1167149;126807;1293956
Minneapolis;2008;3;1389000;156945;1545945
Minneapolis;2008;4;1224795;99099;1323894
Minneapolis;2008;5;1290240;107013;1397253
Minneapolis;2008;6;1391749;108347;1500096
Minneapolis;2008;7;1461833;110255;1572088
Minneapolis;2008;8;1366455;110746;1477201
Minneapolis;2008;9;1130485;92349;1222834
Minneapolis;2008;10;1201643;84291;1285934
Minneapolis;2008;11;1073396;71837;1145233
Minneapolis;2008;12;1173735;88577;1262312
Minneapolis;2009;1;1046294;106346;1152640
Minneapolis;2009;2;1027263;113192;1140455
Minneapolis;2009;3;1295015;131112;1426127
Minneapolis;2009;4;1159852;92408;1252260
Minneapolis;2009;5;1205801;85007;1290808
Minneapolis;2009;6;1391201;93596;1484797
Minneapolis;2009;7;1506966;10105;1608016
Minneapolis;2009;8;1395016;96095;1491111
Minneapolis;2009;9;1106408;75671;1182079
Minneapolis;2009;10;1134695;728;1207495
Minneapolis;2009;11;1041930;62806;1104736
Minneapolis;2009;12;1098521;75141;1173662
Minneapolis;2010;1;1015067;91692;1106759
Minneapolis;2010;2;986381;102009;1088390
Minneapolis;2010;3;1293097;125874;1418971
Minneapolis;2010;4;1106594;7995;1186544
Minneapolis;2010;5;1172990;92122;1265112
Minneapolis;2010;6;1342023;99675;1441698
Minneapolis;2010;7;1438239;104651;1542890
Minneapolis;2010;8;1399260;98802;1498062
Minneapolis;2010;9;1171532;90042;1261574
Minneapolis;2010;10;1228377;88691;1317068
Minneapolis;2010;11;1098529;74255;1172784
Minneapolis;2010;12;1105035;83843;1188878
Minneapolis;2011;1;1042277;94489;1136766
Minneapolis;2011;2;961762;94366;1056128
Minneapolis;2011;3;1282441;123623;1406064
Minneapolis;2011;4;1128011;86591;1214602
Minneapolis;2011;5;1237996;93843;1331839
Minneapolis;2011;6;1400635;97528;1498163
Minneapolis;2011;7;1513587;100156;1613743
Minneapolis;2011;8;1470361;100964;1571325
Minneapolis;2011;9;1223144;8744;1310584
Minneapolis;2011;10;1257864;81826;1339690
Minneapolis;2011;11;1132926;6489;1197816
Minneapolis;2011;12;1112048;78377;1190425
Minneapolis;2012;1;1036511;90103;1126614
Minneapolis;2012;2;1030545;99975;1130520
Minneapolis;2012;3;1304279;133371;1437650
