City_departure;Year;Month;DOMESTIC;INTERNATIONAL;TOTAL
Minneapolis;2012;4;1140878;75164;1216042
Minneapolis;2012;5;1229530;85812;1315342
Minneapolis;2012;6;1396831;93524;1490355
Minneapolis;2012;7;1478756;94202;1572958
Minneapolis;2012;8;1474488;98419;1572907
Minneapolis;2012;9;1183175;8353;1266705
Minneapolis;2012;10;1284775;80172;1364947
Minneapolis;2012;11;1161880;67358;1229238
Minneapolis;2012;12;1113272;8019;1193462
Minneapolis;2013;1;1073192;91804;1164996
Minneapolis;2013;2;1036705;100752;1137457
Minneapolis;2013;3;1322018;130741;1452759
Minneapolis;2013;4;1170636;77945;1248581
Minneapolis;2013;5;1270649;922;1362849
Minneapolis;2013;6;1401851;10427;1506121
Minneapolis;2013;7;1481030;10273;1583760
Minneapolis;2013;8;1482080;110495;1592575
Minneapolis;2013;9;1223099;90278;1313377
Minneapolis;2013;10;1289521;82325;1371846
Minneapolis;2013;11;1136761;66888;1203649
Minneapolis;2013;12;1226373;84651;1311024
Minneapolis;2014;1;1109560;95884;1205444
Minneapolis;2014;2;1079239;109762;1189001
Minneapolis;2014;3;1422981;142537;1565518
Minneapolis;2014;4;1231600;83053;1314653
Minneapolis;2014;5;1322080;91384;1413464
Minneapolis;2014;6;1452389;10543;1557819
Minneapolis;2014;7;1564523;105164;1669687
Minneapolis;2014;8;1526586;11198;1638566
Minneapolis;2014;9;1283181;90422;1373603
Minneapolis;2014;10;1358098;81666;1439764
Minneapolis;2014;11;1167342;68102;1235444
Minneapolis;2014;12;1253765;89202;1342967
Minneapolis;2015;1;1143519;116026;1259545
Minneapolis;2015;2;1112921;124498;1237419
Minneapolis;2015;3;1428037;154129;1582166
Minneapolis;2015;4;1261045;9238;1353425
Minneapolis;2015;5;1359386;100453;1459839
Minneapolis;2015;6;1441354;110152;1551506
Minneapolis;2015;7;1614267;111651;1725918
Minneapolis;2015;8;1588914;114868;1703782
Minneapolis;2015;9;1363681;9902;1462701
Minneapolis;2015;10;1445615;92086;1537701
Minneapolis;2015;11;1277875;75304;1353179
Minneapolis;2015;12;1285103;100471;1385574
Minneapolis;2016;1;1183533;132267;1315800
Minneapolis;2016;2;1142394;139313;1281707
Minneapolis;2016;3;1444320;168292;1612612
Minneapolis;2016;4;1309369;104176;1413545
Minneapolis;2016;5;1413494;103485;1516979
Minneapolis;2016;6;1550710;127692;1678402
Minneapolis;2016;7;1644410;126823;1771233
Minneapolis;2016;8;1518507;120545;1639052
Minneapolis;2016;9;1396600;101335;1497935
Minneapolis;2016;10;1475065;85455;1560520
Minneapolis;2016;11;1320236;73369;1393605
Minneapolis;2016;12;1309932;101733;1411665
New York;2007;1;955506;714831;1670337
New York;2007;2;833932;626947;1460879
New York;2007;3;1083416;822638;1906054
New York;2007;4;1075930;823068;1898998
New York;2007;5;1092079;8992;1991279
New York;2007;6;1110430;1025256;2135686
New York;2007;7;1231490;1060929;2292419
New York;2007;8;1228913;1050456;2279369
New York;2007;9;959361;900203;1859564
New York;2007;10;1052152;872296;1924448
New York;2007;11;1032271;83954;1871811
New York;2007;12;1033487;945784;1979271
New York;2008;1;950531;776813;1727344
New York;2008;2;900436;721064;1621500
New York;2008;3;1089610;885758;1975368
New York;2008;4;1065183;866478;1931661
New York;2008;5;1082969;979518;2062487
New York;2008;6;1125329;1033720;2159049
New York;2008;7;1265201;1093484;2358685
New York;2008;8;1213087;1121947;2335034
New York;2008;9;92673;903413;1830143
New York;2008;10;1003129;890575;1893704
New York;2008;11;945824;827131;1772955
New York;2008;12;1020675;930749;1951424
New York;2009;1;88304;760109;1643149
New York;2009;2;833411;660631;1494042
New York;2009;3;997754;778057;1775811
New York;2009;4;1023165;852045;1875210
New York;2009;5;1040946;900453;1941399
New York;2009;6;1066992;993978;2060970
New York;2009;7;1204037;1104964;2309001
New York;2009;8;1180984;1096825;2277809
New York;2009;9;902535;920024;1822559
New York;2009;10;973578;913546;1887124
New York;2009;11;90758;82155;1729130
New York;2009;12;966276;937148;1903424
New York;2010;1;852302;780825;1633127
New York;2010;2;751583;674021;1425604
New York;2010;3;985765;855225;1840990
New York;2010;4;915337;818054;1733391
New York;2010;5;96602;1002951;1968971
New York;2010;6;99311;1111670;2104780
New York;2010;7;1135253;1192238;2327491
New York;2010;8;1107625;1155889;2263514
New York;2010;9;920603;981957;1902560
New York;2010;10;1015697;972046;1987743
New York;2010;11;952443;859307;1811750
New York;2010;12;951972;940479;1892451
New York;2011;1;860442;801222;1661664
New York;2011;2;806026;694915;1500941
New York;2011;3;1009912;872105;1882017
New York;2011;4;997188;940118;1937306
New York;2011;5;1027829;1045348;2073177
New York;2011;6;1041455;1122608;2164063
New York;2011;7;1180319;1215149;2395468
New York;2011;8;1084316;1136791;2221107
New York;2011;9;935908;1009778;1945686
New York;2011;10;1003955;985802;1989757
New York;2011;11;961813;882201;1844014
New York;2011;12;97046;1000062;1970522
New York;2012;1;900373;830723;1731096
New York;2012;2;855643;74715;1602793
New York;2012;3;1052672;918044;1970716
New York;2012;4;1009278;982276;1991554
New York;2012;5;1018812;1071082;2089894
New York;2012;6;1064923;1213994;2278917
New York;2012;7;1167626;1273540;2441166
New York;2012;8;1158267;1273382;2431649
New York;2012;9;94599;1056459;2002449
New York;2012;10;964615;953692;1918307
New York;2012;11;940325;92519;1865515
New York;2012;12;1010049;1072148;2082197
New York;2013;1;937083;901459;1838542
New York;2013;2;823324;773527;1596851
New York;2013;3;1046602;1015327;2061929
New York;2013;4;943975;979004;1922979
New York;2013;5;1016442;1165137;2181579
New York;2013;6;1046564;1265592;2312156
New York;2013;7;1151275;1319150;2470425
New York;2013;8;1136472;1336710;2473182
New York;2013;9;920954;1113147;2034101
New York;2013;10;1003247;1095773;2099020
New York;2013;11;904169;962838;1867007
New York;2013;12;1038037;1172656;2210693
New York;2014;1;866387;948564;1814951
New York;2014;2;807612;801447;1609059
New York;2014;3;1010959;993287;2004246
New York;2014;4;1045589;1105710;2151299
New York;2014;5;1081282;1260269;2341551
New York;2014;6;1097910;1341939;2439849
New York;2014;7;1208117;1379166;2587283
New York;2014;8;1201407;1444762;2646169
New York;2014;9;978965;1178195;2157160
New York;2014;10;1087714;1153132;2240846
New York;2014;11;981717;979115;1960832
New York;2014;12;1098969;1217050;2316019
New York;2015;1;941285;966342;1907627
New York;2015;2;876661;857878;1734539
New York;2015;3;1075427;1031387;2106814
New York;2015;4;1088856;1141002;2229858
New York;2015;5;1141202;1325983;2467185
New York;2015;6;1159556;1411155;2570711
New York;2015;7;1271834;1516234;2788068
New York;2015;8;1245569;1544994;2790563
New York;2015;9;1019901;1277880;2297781
New York;2015;10;1143591;1282421;2426012
New York;2015;11;1043124;1099667;2142791
New York;2015;12;1129645;1323350;2452995
New York;2016;1;984;1063968;2047968
New York;2016;2;966301;951516;1917817
New York;2016;3;1165379;1159286;2324665
New York;2016;4;1124187;1209962;2334149
New York;2016;5;1154146;1385640;2539786
New York;2016;6;1216211;1490072;2706283
New York;2016;7;1285653;1579693;2865346
New York;2016;8;1236095;1603245;2839340
New York;2016;9;1032095;1339312;2371407
New York;2016;10;1119211;1305029;2424240
New York;2016;11;1074599;1176299;2250898
New York;2016;12;1144559;1380025;2524584
Newark;2007;1;96089;364201;1325091
Newark;2007;2;907169;334653;1241822
Newark;2007;3;1112957;424839;1537796
Newark;2007;4;1134979;43065;1565629
Newark;2007;5;1123224;474358;1597582
Newark;2007;6;1130680;50786;1638540
Newark;2007;7;1192759;530108;1722867
Newark;2007;8;1215041;528267;1743308
Newark;2007;9;938591;43323;1371821
Newark;2007;10;1065858;435431;1501289
Newark;2007;11;1056205;405826;1462031
Newark;2007;12;1016620;437918;1454538
Newark;2008;1;958306;4025;1360806
Newark;2008;2;907816;373016;1280832
Newark;2008;3;1100138;471081;1571219
Newark;2008;4;1055874;45331;1509184
Newark;2008;5;1044509;510283;1554792
Newark;2008;6;1075007;526018;1601025
Newark;2008;7;1164267;549477;1713744
Newark;2008;8;1130979;559839;1690818
Newark;2008;9;855126;440901;1296027
Newark;2008;10;997298;43561;1432908
Newark;2008;11;896197;402534;1298731
Newark;2008;12;950189;425136;1375325
Newark;2009;1;805947;377019;1182966
Newark;2009;2;785043;329982;1115025
Newark;2009;3;956635;423754;1380389
Newark;2009;4;997668;474677;1472345
Newark;2009;5;960621;467579;1428200
Newark;2009;6;998124;486415;1484539
Newark;2009;7;1116452;537345;1653797
Newark;2009;8;1083534;547759;1631293
Newark;2009;9;847135;422118;1269253
Newark;2009;10;962946;435288;1398234
Newark;2009;11;891645;391918;1283563
Newark;2009;12;931197;447582;1378779
Newark;2010;1;799295;426235;1225530
Newark;2010;2;724054;349237;1073291
Newark;2010;3;989338;481362;1470700
Newark;2010;4;93839;446263;1384653
Newark;2010;5;921086;505934;1427020
Newark;2010;6;972511;54571;1518221
Newark;2010;7;1040497;578693;1619190
Newark;2010;8;1024887;554834;1579721
Newark;2010;9;813232;455936;1269168
Newark;2010;10;924137;471455;1395592
Newark;2010;11;883366;418838;1302204
Newark;2010;12;836003;44222;1278223
Newark;2011;1;729563;41606;1145623
Newark;2011;2;703522;353567;1057089
Newark;2011;3;915823;466564;1382387
Newark;2011;4;95656;494359;1450919
Newark;2011;5;963138;525476;1488614
Newark;2011;6;1021397;549641;1571038
Newark;2011;7;1102157;578366;1680523
Newark;2011;8;1017350;523215;1540565
Newark;2011;9;851579;466997;1318576
Newark;2011;10;931342;456307;1387649
Newark;2011;11;942301;417459;1359760
Newark;2011;12;941667;462383;1404050
Newark;2012;1;817666;414475;1232141
Newark;2012;2;798975;376165;1175140
Newark;2012;3;999231;471509;1470740
Newark;2012;4;1015324;483707;1499031
Newark;2012;5;997347;503288;1500635
Newark;2012;6;1056384;530145;1586529
Newark;2012;7;1095923;548735;1644658
Newark;2012;8;1088142;540947;1629089
Newark;2012;9;852045;450214;1302259
Newark;2012;10;890539;419384;1309923
Newark;2012;11;896683;396425;1293108
Newark;2012;12;938823;443444;1382267
Newark;2013;1;868374;419699;1288073
Newark;2013;2;796682;352555;1149237
Newark;2013;3;1015490;474984;1490474
Newark;2013;4;981243;473013;1454256
Newark;2013;5;1025239;518698;1543937
Newark;2013;6;1047664;536515;1584179
Newark;2013;7;1124033;543166;1667199
Newark;2013;8;1111497;544;1655497
Newark;2013;9;9137;452869;1366569
Newark;2013;10;1023206;450205;1473411
Newark;2013;11;946834;407066;1353900
Newark;2013;12;1049635;460082;1509717
Newark;2014;1;858112;402848;1260960
Newark;2014;2;770227;34859;1118817
Newark;2014;3;1030138;472682;1502820
Newark;2014;4;968181;488399;1456580
Newark;2014;5;975945;522807;1498752
Newark;2014;6;1057741;555984;1613725
Newark;2014;7;1130286;575163;1705449
Newark;2014;8;1123998;564947;1688945
Newark;2014;9;936313;467836;1404149
Newark;2014;10;999942;461735;1461677
Newark;2014;11;982559;440429;1422988
Newark;2014;12;1071400;503077;1574477
Newark;2015;1;888424;418521;1306945
Newark;2015;2;847323;37485;1222173
Newark;2015;3;1056040;472584;1528624
Newark;2015;4;1083734;488607;1572341
Newark;2015;5;1086155;51721;1603365
Newark;2015;6;1113792;546501;1660293
Newark;2015;7;1210580;578247;1788827
Newark;2015;8;1174150;573592;1747742
Newark;2015;9;1020600;458328;1478928
Newark;2015;10;1156776;454594;1611370
Newark;2015;11;1113198;417613;1530811
Newark;2015;12;1136944;493561;1630505
Newark;2016;1;9407;416032;1356732
Newark;2016;2;952707;394627;1347334
Newark;2016;3;1154930;481858;1636788
Newark;2016;4;1161310;467817;1629127
Newark;2016;5;1189681;522374;1712055
Newark;2016;6;1210770;551537;1762307
Newark;2016;7;1252847;594457;1847304
Newark;2016;8;1279572;589398;1868970
Newark;2016;9;1120219;48779;1608009
Newark;2016;10;1216463;467024;1683487
Newark;2016;11;1239573;434432;1674005
Newark;2016;12;1260438;507959;1768397
Orlando;2007;1;1319030;87801;1406831
Orlando;2007;2;1246576;83135;1329711
Orlando;2007;3;1512929;92315;1605244
Orlando;2007;4;1505207;101038;1606245
Orlando;2007;5;1459008;88093;1547101
Orlando;2007;6;1429838;81566;1511404
Orlando;2007;7;1492300;87209;1579509
Orlando;2007;8;1444745;100763;1545508
Orlando;2007;9;1100356;65901;1166257
Orlando;2007;10;1303194;76774;1379968
Orlando;2007;11;1336309;102794;1439103
Orlando;2007;12;1332061;100806;1432867
Orlando;2008;1;1383289;109239;1492528
Orlando;2008;2;1367644;108466;1476110
Orlando;2008;3;1619419;132945;1752364
Orlando;2008;4;1500050;124496;1624546
Orlando;2008;5;1434543;102455;1536998
Orlando;2008;6;1397859;88667;1486526
Orlando;2008;7;1440962;101798;1542760
Orlando;2008;8;1346136;120968;1467104
Orlando;2008;9;941173;78695;1019868
Orlando;2008;10;1166661;84751;1251412
Orlando;2008;11;1147394;111995;1259389
Orlando;2008;12;1234577;110963;1345540
Orlando;2009;1;1216935;1218;1338735
Orlando;2009;2;1154517;109459;1263976
Orlando;2009;3;1443660;122562;1566222
Orlando;2009;4;1370772;136789;1507561
Orlando;2009;5;1280923;116635;1397558
Orlando;2009;6;1285151;106673;1391824
Orlando;2009;7;1360363;121399;1481762
Orlando;2009;8;1294854;132857;1427711
Orlando;2009;9;966668;93886;1060554
Orlando;2009;10;1153117;109856;1262973
Orlando;2009;11;1154401;126221;1280622
Orlando;2009;12;1202474;123944;1326418
Orlando;2010;1;1238257;12734;1365597
Orlando;2010;2;1122586;115707;1238293
Orlando;2010;3;1439449;13142;1570869
Orlando;2010;4;1399838;143714;1543552
Orlando;2010;5;1304209;125472;1429681
Orlando;2010;6;1311898;121627;1433525
Orlando;2010;7;1418428;138404;1556832
Orlando;2010;8;1326496;138761;1465257
Orlando;2010;9;1037584;106774;1144358
Orlando;2010;10;1254938;121177;1376115
Orlando;2010;11;1283386;116142;1399528
Orlando;2010;12;1301169;130264;1431433
Orlando;2011;1;1278271;133227;1411498
Orlando;2011;2;1176605;123762;1300367
Orlando;2011;3;1513751;141111;1654862
Orlando;2011;4;1392844;152295;1545139
Orlando;2011;5;1386114;130596;1516710
Orlando;2011;6;1318063;126694;1444757
Orlando;2011;7;1429027;142989;1572016
Orlando;2011;8;1267673;153983;1421656
Orlando;2011;9;1043585;124406;1167991
Orlando;2011;10;1232841;138695;1371536
Orlando;2011;11;1242164;147889;1390053
Orlando;2011;12;1256245;146531;1402776
Orlando;2012;1;1248267;150135;1398402
Orlando;2012;2;1220839;140114;1360953
Orlando;2012;3;1470741;164944;1635685
Orlando;2012;4;1412747;174258;1587005
Orlando;2012;5;1331485;145956;1477441
Orlando;2012;6;1319435;140506;1459941
Orlando;2012;7;1369082;158729;1527811
Orlando;2012;8;1267087;167913;1435000
Orlando;2012;9;1003314;127082;1130396
Orlando;2012;10;1170961;136119;1307080
Orlando;2012;11;1218039;156075;1374114
Orlando;2012;12;1235144;157534;1392678
Orlando;2013;1;1231937;166834;1398771
Orlando;2013;2;1157669;149718;1307387
Orlando;2013;3;1459884;173171;1633055
Orlando;2013;4;1352095;179014;1531109
Orlando;2013;5;1309954;168308;1478262
Orlando;2013;6;1314938;14349;1458428
Orlando;2013;7;1312466;16626;1478726
Orlando;2013;8;1242508;176439;1418947
Orlando;2013;9;974698;137278;1111976
Orlando;2013;10;1147492;142816;1290308
Orlando;2013;11;1174545;149513;1324058
Orlando;2013;12;1261007;163135;1424142
Orlando;2014;1;1223283;179168;1402451
Orlando;2014;2;1169972;145225;1315197
Orlando;2014;3;1468562;175041;1643603
Orlando;2014;4;1306463;182595;1489058
Orlando;2014;5;1327415;185747;1513162
Orlando;2014;6;1288270;163229;1451499
Orlando;2014;7;1324976;190387;1515363
Orlando;2014;8;1275575;209542;1485117
Orlando;2014;9;1006580;148254;1154834
Orlando;2014;10;1188487;181609;1370096
Orlando;2014;11;1237560;166107;1403667
Orlando;2014;12;1311291;182083;1493374
Orlando;2015;1;1322561;20355;1526111
Orlando;2015;2;1235516;172698;1408214
Orlando;2015;3;1535724;196332;1732056
Orlando;2015;4;1452470;214014;1666484
Orlando;2015;5;1390675;205172;1595847
Orlando;2015;6;1355275;187303;1542578
Orlando;2015;7;1417909;231193;1649102
Orlando;2015;8;1338641;24739;1586031
Orlando;2015;9;1100116;192906;1293022
Orlando;2015;10;1287968;201008;1488976
Orlando;2015;11;1388009;202202;1590211
Orlando;2015;12;1444564;220435;1664999
Orlando;2016;1;1456202;233701;1689903
Orlando;2016;2;1402743;201346;1604089
Orlando;2016;3;1662187;222176;1884363
Orlando;2016;4;1557037;233874;1790911
Orlando;2016;5;1521874;228733;1750607
Orlando;2016;6;1478265;209203;1687468
Orlando;2016;7;1542009;255072;1797081
Orlando;2016;8;1404696;273003;1677699
Orlando;2016;9;1211491;208169;1419660
Orlando;2016;10;1308655;212961;1521616
Orlando;2016;11;1470414;203684;1674098
Orlando;2016;12;1528755;223027;1751782
Philadelphia;2007;1;994247;109975;1104222
Philadelphia;2007;2;941986;102004;1043990
Philadelphia;2007;3;1188099;141366;1329465
Philadelphia;2007;4;1187683;139427;1327110
Philadelphia;2007;5;1229075;169229;1398304
Philadelphia;2007;6;1266248;200634;1466882
Philadelphia;2007;7;1311283;192344;1503627
Philadelphia;2007;8;1321898;185395;1507293
Philadelphia;2007;9;1066805;163048;1229853
Philadelphia;2007;10;1194317;131262;1325579
Philadelphia;2007;11;1124874;119226;1244100
Philadelphia;2007;12;1030473;128987;1159460
Philadelphia;2008;1;1006905;119527;1126432
Philadelphia;2008;2;992169;112868;1105037
Philadelphia;2008;3;1214322;157188;1371510
Philadelphia;2008;4;1175493;147668;1323161
Philadelphia;2008;5;1199191;182018;1381209
Philadelphia;2008;6;1267853;197621;1465474
Philadelphia;2008;7;1312253;188552;1500805
Philadelphia;2008;8;1296024;192778;1488802
Philadelphia;2008;9;1028674;154341;1183015
Philadelphia;2008;10;1186160;130572;1316732
Philadelphia;2008;11;1004830;113414;1118244
Philadelphia;2008;12;1061746;126321;1188067
Philadelphia;2009;1;926892;118989;1045881
Philadelphia;2009;2;906329;108996;1015325
Philadelphia;2009;3;1108147;143558;1251705
Philadelphia;2009;4;1131665;158725;1290390
Philadelphia;2009;5;1133259;166591;1299850
Philadelphia;2009;6;1196337;19835;1394687
Philadelphia;2009;7;1282610;198397;1481007
Philadelphia;2009;8;1241616;201851;1443467
Philadelphia;2009;9;1024925;167627;1192552
Philadelphia;2009;10;1143070;134997;1278067
Philadelphia;2009;11;1034732;115677;1150409
Philadelphia;2009;12;1014960;1244;1139360
Philadelphia;2010;1;930492;120787;1051279
Philadelphia;2010;2;790246;101541;891787
Philadelphia;2010;3;1139171;155082;1294253
Philadelphia;2010;4;1085476;146672;1232148
Philadelphia;2010;5;1130729;182518;1313247
Philadelphia;2010;6;1181631;198713;1380344
Philadelphia;2010;7;1220113;197031;1417144
Philadelphia;2010;8;1231577;194502;1426079
Philadelphia;2010;9;1056099;173768;1229867
Philadelphia;2010;10;1172411;148022;1320433
Philadelphia;2010;11;1080533;121321;1201854
Philadelphia;2010;12;1033466;134144;1167610
Philadelphia;2011;1;933477;129964;1063441
Philadelphia;2011;2;878945;112904;991849
Philadelphia;2011;3;1135612;157052;1292664
Philadelphia;2011;4;1087043;164303;1251346
Philadelphia;2011;5;1144493;19233;1336823
Philadelphia;2011;6;1160749;191599;1352348
Philadelphia;2011;7;1191778;19454;1386318
Philadelphia;2011;8;1154385;18124;1335625
Philadelphia;2011;9;1040564;162419;1202983
Philadelphia;2011;10;1109540;147684;1257224
Philadelphia;2011;11;1067006;12265;1189656
Philadelphia;2011;12;1059856;130622;1190478
Philadelphia;2012;1;962301;127108;1089409
Philadelphia;2012;2;927574;114451;1042025
Philadelphia;2012;3;1092524;164897;1257421
Philadelphia;2012;4;1050078;167813;1217891
Philadelphia;2012;5;1097404;184964;1282368
Philadelphia;2012;6;1117429;195489;1312918
Philadelphia;2012;7;1132311;175576;1307887
Philadelphia;2012;8;1170296;178581;1348877
Philadelphia;2012;9;1001650;156834;1158484
Philadelphia;2012;10;1050837;13558;1186417
Philadelphia;2012;11;1070113;124244;1194357
Philadelphia;2012;12;1025705;131662;1157367
Philadelphia;2013;1;966537;127044;1093581
Philadelphia;2013;2;945271;128386;1073657
Philadelphia;2013;3;1117379;162861;1280240
Philadelphia;2013;4;1042395;157588;1199983
Philadelphia;2013;5;1105044;194609;1299653
Philadelphia;2013;6;1122843;206914;1329757
Philadelphia;2013;7;1148232;195269;1343501
Philadelphia;2013;8;1166352;197723;1364075
Philadelphia;2013;9;999226;160594;1159820
Philadelphia;2013;10;1095178;14584;1241018
Philadelphia;2013;11;999257;131187;1130444
Philadelphia;2013;12;1045785;135597;1181382
Philadelphia;2014;1;942728;11606;1058788
Philadelphia;2014;2;854841;10644;961281
Philadelphia;2014;3;1088010;156146;1244156
Philadelphia;2014;4;1107320;169992;1277312
Philadelphia;2014;5;1141213;204452;1345665
Philadelphia;2014;6;1133551;213268;1346819
Philadelphia;2014;7;1184043;189595;1373638
Philadelphia;2014;8;1186005;212769;1398774
Philadelphia;2014;9;1024989;16538;1190369
Philadelphia;2014;10;1126989;146026;1273015
Philadelphia;2014;11;984134;126419;1110553
Philadelphia;2014;12;1017305;145805;1163110
Philadelphia;2015;1;877352;12476;1002112
Philadelphia;2015;2;884986;107731;992717
Philadelphia;2015;3;1069602;141214;1210816
Philadelphia;2015;4;1079528;165124;1244652
Philadelphia;2015;5;1136860;194806;1331666
Philadelphia;2015;6;1165864;2131;1378964
Philadelphia;2015;7;1259808;204533;1464341
Philadelphia;2015;8;1231296;208269;1439565
Philadelphia;2015;9;1079899;172579;1252478
Philadelphia;2015;10;1165888;155444;1321332
Philadelphia;2015;11;1086035;131092;1217127
Philadelphia;2015;12;1052748;14431;1197058
Philadelphia;2016;1;902954;11845;1021404
Philadelphia;2016;2;891251;102455;993706
Philadelphia;2016;3;1110274;14857;1258844
Philadelphia;2016;4;1059871;150925;1210796
Philadelphia;2016;5;1130913;176137;1307050
Philadelphia;2016;6;1166600;198826;1365426
Philadelphia;2016;7;1177711;196169;1373880
Philadelphia;2016;8;1173669;184888;1358557
Philadelphia;2016;9;1038613;15996;1198573
Philadelphia;2016;10;1098865;138867;1237732
Philadelphia;2016;11;1008833;108106;1116939
Philadelphia;2016;12;977118;127921;1105039
Phoenix;2007;1;1555176;78248;1633424
Phoenix;2007;2;1491938;73939;1565877
Phoenix;2007;3;1841829;88182;1930011
Phoenix;2007;4;1757658;7897;1836628
Phoenix;2007;5;1771354;73876;1845230
Phoenix;2007;6;1761130;7315;1834280
Phoenix;2007;7;1762185;66549;1828734
Phoenix;2007;8;1719642;67303;1786945
Phoenix;2007;9;1471415;51029;1522444
Phoenix;2007;10;1631854;63415;1695269
Phoenix;2007;11;1568942;73192;1642134
Phoenix;2007;12;1556428;8536;1641788
Phoenix;2008;1;1496976;84557;1581533
Phoenix;2008;2;1510426;82378;1592804
Phoenix;2008;3;1797630;95966;1893596
Phoenix;2008;4;1635951;84319;1720270
Phoenix;2008;5;1651737;80056;1731793
Phoenix;2008;6;1612430;72214;1684644
Phoenix;2008;7;1617757;678;1685557
Phoenix;2008;8;1537258;65118;1602376
Phoenix;2008;9;1339124;49657;1388781
Phoenix;2008;10;1474530;63694;1538224
Phoenix;2008;11;1374518;75937;1450455
Phoenix;2008;12;1468420;87201;1555621
Phoenix;2009;1;1367938;92537;1460475
Phoenix;2009;2;1281623;90456;1372079
Phoenix;2009;3;1630602;102671;1733273
Phoenix;2009;4;1558291;93336;1651627
Phoenix;2009;5;1519156;64538;1583694
Phoenix;2009;6;1516013;61826;1577839
Phoenix;2009;7;1564584;63699;1628283
Phoenix;2009;8;1468554;62434;1530988
Phoenix;2009;9;1328572;49753;1378325
Phoenix;2009;10;1480354;66041;1546395
Phoenix;2009;11;1423575;79007;1502582
Phoenix;2009;12;1478295;94067;1572362
Phoenix;2010;1;1393772;96049;1489821
Phoenix;2010;2;1313782;98196;1411978
Phoenix;2010;3;1655223;1091;1764323
Phoenix;2010;4;1560051;102281;1662332
Phoenix;2010;5;1543341;85663;1629004
Phoenix;2010;6;1545697;82848;1628545
Phoenix;2010;7;1532004;79578;1611582
Phoenix;2010;8;1432066;74356;1506422
Phoenix;2010;9;1351777;59882;1411659
Phoenix;2010;10;1500355;79839;1580194
Phoenix;2010;11;1474683;82635;1557318
Phoenix;2010;12;1525026;99136;1624162
Phoenix;2011;1;1474163;103179;1577342
Phoenix;2011;2;1349772;95561;1445333
Phoenix;2011;3;1733712;108788;1842500
Phoenix;2011;4;1591362;105306;1696668
Phoenix;2011;5;1662850;8781;1750660
Phoenix;2011;6;1659325;83213;1742538
Phoenix;2011;7;1654083;87017;1741100
Phoenix;2011;8;1544731;79934;1624665
Phoenix;2011;9;1408874;60354;1469228
Phoenix;2011;10;1521054;80434;1601488
Phoenix;2011;11;1512090;96243;1608333
Phoenix;2011;12;1518960;108628;1627588
Phoenix;2012;1;1455044;105846;1560890
Phoenix;2012;2;1419277;10242;1521697
Phoenix;2012;3;1727195;117339;1844534
Phoenix;2012;4;1576916;109282;1686198
Phoenix;2012;5;1607267;85975;1693242
Phoenix;2012;6;1616662;79381;1696043
Phoenix;2012;7;1629424;78566;1707990
Phoenix;2012;8;1551620;73026;1624646
Phoenix;2012;9;1344179;57703;1401882
Phoenix;2012;10;1528176;81057;1609233
Phoenix;2012;11;1500696;98256;1598952
Phoenix;2012;12;1482623;108974;1591597
Phoenix;2013;1;1443772;102986;1546758
Phoenix;2013;2;1449984;108579;1558563
Phoenix;2013;3;1724051;11816;1842211
Phoenix;2013;4;1575893;107937;1683830
Phoenix;2013;5;1617829;9096;1708789
Phoenix;2013;6;1609958;81126;1691084
Phoenix;2013;7;1577671;74486;1652157
Phoenix;2013;8;1513481;68913;1582394
Phoenix;2013;9;1360063;51349;1411412
Phoenix;2013;10;1500742;76214;1576956
Phoenix;2013;11;1448311;98367;1546678
Phoenix;2013;12;1588321;114904;1703225
Phoenix;2014;1;1499884;105164;1605048
Phoenix;2014;2;1414710;102535;1517245
Phoenix;2014;3;1830346;125781;1956127
Phoenix;2014;4;1644889;110514;1755403
Phoenix;2014;5;1678336;87902;1766238
Phoenix;2014;6;1664245;79579;1743824
Phoenix;2014;7;1674160;78674;1752834
Phoenix;2014;8;1584353;73647;1658000
Phoenix;2014;9;1384221;46719;1430940
Phoenix;2014;10;1598532;774;1675932
Phoenix;2014;11;1567654;100476;1668130
Phoenix;2014;12;1683119;115428;1798547
Phoenix;2015;1;1520082;112681;1632763
Phoenix;2015;2;1512412;109886;1622298
Phoenix;2015;3;1915726;1301;2045826
Phoenix;2015;4;1748435;121327;1869762
Phoenix;2015;5;1758797;86011;1844808
Phoenix;2015;6;1747357;84626;1831983
Phoenix;2015;7;1795389;82625;1878014
Phoenix;2015;8;1684600;73562;1758162
Phoenix;2015;9;1508613;54825;1563438
Phoenix;2015;10;1692734;78585;1771319
Phoenix;2015;11;1625640;95038;1720678
Phoenix;2015;12;1680499;111261;1791760
Phoenix;2016;1;1597039;9774;1694779
Phoenix;2016;2;1525934;104384;1630318
Phoenix;2016;3;1879765;124333;2004098
Phoenix;2016;4;1711880;108688;1820568
Phoenix;2016;5;1759305;73229;1832534
Phoenix;2016;6;1739161;73182;1812343
Phoenix;2016;7;1683631;68841;1752472
Phoenix;2016;8;1547408;56503;1603911
Phoenix;2016;9;1475807;44782;1520589
Phoenix;2016;10;1628726;6948;1698206
Phoenix;2016;11;1626477;88967;1715444
Phoenix;2016;12;1681035;107412;1788447
San Francisco;2007;1;857992;320017;1178009
San Francisco;2007;2;827395;28908;1116475
San Francisco;2007;3;1034809;343624;1378433
San Francisco;2007;4;1059006;324524;1383530
San Francisco;2007;5;1108669;377363;1486032
San Francisco;2007;6;1219406;399275;1618681
